id,type_id,name,product-quanty,fav,display_price,price,img-cover,img-1,img-2,img-3,release_time,language,rating_id,co-op_valid,description,member_id,created_at,valid,exist_valid
11,5,兩人一起！貓咪大戰爭,,,790,711,TogetherTheBattleCats.jpg,TogetherTheBattleCats-0.jpg,TogetherTheBattleCats-1.jpg,TogetherTheBattleCats-2.jpg,2021-12-09,,2,1,"單人模式
 
　　使用戰鬥中逐漸積累的金錢來生產角色，而敵方城堡的體力降至零即為勝利。
 
　　透過選擇想要生產的角色，玩家可以生產該角色並使其出擊。由於生產角色會消耗金錢，生產角色時須考慮到所需的金錢數量以及敵方角色的特性。
 
　　將畫面左下角的「土豪貓」增值，即可加速累積金錢的速度並增加戰鬥中可持有的金錢。使用畫面右下角的「貓咪砲」則是可以一口氣攻擊敵人並推進戰線，不過發射「貓咪砲」前需要一段時間充電。
 雙人合作模式
　　本作中，玩家可以和親朋好友一起遊玩雙人合作模式。雙人遊玩時，角色編成畫面會切換到專用的畫面，並可以分配各自使用的角色。
 雙人對戰模式
　　雙人對戰模式分為「分享對戰」和「區域通訊對戰」兩種",1,2023-09-18 10:09:00,1,
12,2,劍為君舞 for S,,,1500,1350,KengaKimifor-S.jpg,KengaKimifor-S-0.jpg,KengaKimifor-S-1.jpg,KengaKimifor-S-2.jpg,2021-12-08,,3,0,"　　《劍為君舞 for S》為和風傳奇冒險的金字塔作品之一，由 Rejet 社負責移植至 Nintendo Switch 平台，將《劍為君舞 for V》及《劍為君舞 百夜綴》兩部作品合二為一。玩家將與六名武士一起冒險，等待的終點到底是 “劍” 之道，還是 “君” 之道？命運的故事，將在新的舞台拉開帷幕。

　　《劍為君舞》是以人類、妖怪與鬼族共生的 “日之本” 為舞台，世界觀宏大的和風冒險類遊戲。與六位武士的未來，究竟會以執「劍」的遺憾收場，還是會以伴「君」的愛戀告結 ——",2,2023-09-19 10:09:00,1,
13,3,靈活腦學校 一起伸展大腦,,,800,720,BigBrainAcademy.jpg,BigBrainAcademy-0.jpg,BigBrainAcademy-1.jpg,BigBrainAcademy-2.jpg,2021-12-03,,1,1,"獨樂樂，眾樂樂，和世界各地的人一起同樂。
來「伸展大腦」，按摩放鬆僵硬的大腦。
一邊輕鬆解考題，一邊按摩放鬆僵硬的大腦，《靈活腦學校》在Nintendo Switch上登場！
為了按摩放鬆大家的大腦，本作準備了「直覺」、「記憶」、「分析」、「數字」和「知覺」5個類別的「大腦伸展」運動。
來挑戰各種伸展運動，提升大腦的「靈活度」吧！
除了可以最多4人一起遊玩，還可以在「幽靈對戰」中與世界各地的勁敵和親朋好友進行「靈活大腦」對決，即使非同時遊玩也能進行對決。
獨自1人埋首解考題，或是大家一起輕鬆對戰，從小朋友到大人都可以一邊享受不同的遊玩形式，一邊試著按摩放鬆大腦！
※本作所收錄的伸展運動嚴選自《Big Brain Academy》和《Big Brain Academy: Wii Degree》，比前作更易遊玩。

遊玩人數會因應遊玩模式而異。
TV模式：1～4人
桌上模式：1～4人
手提模式：1～2人
透過網絡通訊遊玩，可以使用查閱排名等功能。此遊戲不對應線上對戰。",3,2023-09-20 10:09:00,1,
14,3,HOP! STEP! DANCE!,,,2000,1800,HOPSTEPDANCE.jpg,,,,2023-12-21,,1,1,,4,2023-09-21 10:09:00,1,
15,5,森靈農園（Fae Farm）,,,1040,936,FaeFarm.jpg,FaeFarm-0.jpg,FaeFarm-1.jpg,FaeFarm-2.jpg,2023-12-07,,1,1,"　　由 Phoenix Labs 開發的《森靈農園》帶領玩家在魔幻的亞佐里亞大地上，建立專屬於自己的舒適家園。在著手發展家園的同時，玩家會遇到各種角色，有機會和他們發展出深厚的情誼。
　　玩家還能發現在日常生活中注入魔法的神奇方式。量身打造屬於自己的角色，深入鑽研手工藝、烹調以及製藥等技巧的藝術。",5,2023-09-22 10:09:00,1,
16,1,勇者鬥惡龍 怪物仙境 3：魔族王子與艾爾芙的旅程,,,1790,1611,DragonWarriorMonsters3.jpg,DragonWarriorMonsters3-0.jpg,DragonWarriorMonsters3-1.jpg,DragonWarriorMonsters3-2.jpg,2023-12-01,,1,0,"將怪物納為夥伴，成為真正的王者吧。在無限競技場的 G 組奪冠，回到據點羅莎莉山村後，就能在配種祠堂替怪物配種。在本作中可以藉由「搜尋配種」功能指定條件搜索怪物，即使是沒有納為夥伴的怪物，也能查到配種的組合。活用「搜尋配種」功能，不斷增加怪物夥伴吧！

「勇者鬥惡龍 怪物仙境」系列最新作登場。
本作的主角皮薩羅，被他的魔王父親下了無法與怪物戰鬥的詛咒，因此下定決心成為怪物大師。在遊歷魔界的途中，他培育成為夥伴的怪物，並配種孕育出全新怪物，以此來和強敵展開戰鬥。本作翻新了過去系列作品的配種系統，可以用全新的組合，孕育出各種耳熟能詳的怪物、魔王以及初次登場的怪物等等。此外還可以使用通訊功能，與世界各地的怪物大師對戰。
為了成為最強的怪物大師，踏上旅程吧！",1,2023-09-23 10:09:00,1,
17,6,極速俱樂部 無限2 Definitive Edition,,,1200,1080,GearClub2UnlimitedED.jpg,GearClub2UnlimitedED-0.jpg,GearClub2UnlimitedED-1.jpg,GearClub2UnlimitedED-2.jpg,2021-11-30,,1,1,　　H2 Interactive 宣布，於今日（11 月 30 日）正式推出由 Eden Games 開發的真實系賽車遊戲《極速俱樂部 無限 2（Gear.Club Unlimited 2）》的新版本「Definitive Edition」Nintendo Switch 繁體中文實體版。《極速俱樂部 無限 2》「Definitive Edition」Nintendo Switch 繁體中文數位版將於 12 月 1 日正式發售，《極速俱樂部 無限 2》「Ultimate Edition」PS4 / PS5 繁體中文版預定將於冬季上市。《極速俱樂部 無限 2》收錄炙熱的沙漠、阿爾卑斯的山嶽路線、地中海沿岸的浪漫道路、黃石國家公園的溫泉地帶等，總線達 3000 公里。以冠軍為首的多樣的任務和挑戰，可以享受 250 種以上的賽車比賽，包括現有的汽車，可以使用 50 多種名車來參加賽車。,2,2023-09-24 10:09:00,1,
18,2,虛時異境：迷離時空 終極版,,,1190,1071,Dyschronia.jpg,Dyschronia-0.jpg,Dyschronia-1.jpg,Dyschronia-2.jpg,2023-11-22,,3,0,"　　日系 VR 冒險遊戲《虛時異境：迷離時空》於國際遊戲獎項「NYX Game Awards」拿下三項首獎及四項金獎，即將全球同步登陸 Nintendo Switch。
　　IzanagiGames, Inc.（位於東京都江東區，製作人兼 CEO：梅田慎介）宣布，與 MyDearest Inc.（位於東京都中央區，CEO：岸上健人）共同開發的 Nintendo Switch《虛時異境：迷離時空 終極版》數位下載版將全球同步上架，2023 年 11 月 22 日北美、歐洲、亞洲與日本同步開賣。
 　　Nintendo Switch 版不但完整收錄 VR 版 1～3 章內容，更新增 Nintendo Switch 限定劇情。由 LAＭ 擔任角色設計，並搭配豪華聲優的精彩演出，帶來極具魅力的角色陣容。系列主題曲及各章節主題曲分別由星街彗星（星街????，hololive）及 YuNi 演唱。玩家能夠在 Nintendo Switch 上體驗這款體驗電影式探案冒險遊戲，享受屢獲殊榮的精彩故事情節以及刺激的案件調查。",3,2023-09-25 10:09:00,1,
19,1,超級瑪利歐 RPG（Super Mario RPG）,,,1490,1341,SuperMario-RPG.jpg,SuperMario-RPG-0.jpg,SuperMario-RPG-1.jpg,SuperMario-RPG-2.jpg,2023-11-17,,1,0,"　　瑪利歐 RPG 系列的原點在時隔 27 年後，以煥然一新的圖像於 Nintendo Switch 重生。色彩繽紛的圖像所營造的氣氛維持不變，玩家能透過以 3D 重現的新圖像再次於《超級瑪利歐 RPG》的世界裡冒險。　　本作進行戰鬥的方式是從選項中選擇行動，也就是所謂的「指令戰鬥」。不只是選擇行動，只要在攻擊或防禦時抓準時機按下按鍵，造成的傷害就會增加，也可以把對手造成的傷害變成 0。
 　　為了救助被擄走的碧姬，瑪利歐前往庫巴城堡並把庫巴打倒。「這樣就能安心了！」—— 就在這麼想的時候，巨大的劍突然從天而降。
 
　　劍直直刺中庫巴城堡，瑪利歐因為其造成的衝擊被震飛，而必須再次出發尋找碧姬。

　　瑪利歐在途中得知能夠實現人們願望的「星星之路」被刺中庫巴城堡的劍所破壞，其碎片 ——「星星碎片」更散落到世界各地。",4,2023-09-26 10:09:00,1,
20,1,女神異聞錄 5 戰略版,,,1790,1611,Persona5.jpg,,,,2023-11-17,,3,0,,5,2023-09-27 10:09:00,1,
21,3,桃太郎電鐵世界～地球圍繞著希望轉動！～（桃太郎電????? ～地球?希望??????！～）,,,800,720,MomotaroDentetsuWorld.jpg,MomotaroDentetsuWorld-0.jpg,MomotaroDentetsuWorld-1.jpg,MomotaroDentetsuWorld-2.jpg,2023-11-16,,1,1,　　《桃太郎電鐵》主要是以經營鐵路公司營利、成為日本第一大老闆的鐵道經營大富翁玩法為主軸。在《桃太郎電鐵世界～地球圍繞著希望轉動！～》中，這次玩家熟悉的桃鐵角色將前往世界各地冒險，包括五大洲乃至於南極等地，有機會的話，當地歷史上著名英雄也會來幫玩家助陣。《桃太郎電鐵世界～地球圍繞著希望轉動！～》是繼累積銷售量突破 350 萬套的《桃太郎電鐵 ～昭和 平成 令和也是基本款！～》、KONAMI 將推出的系列最新作，今日趁著「Nintendo Direct 2023.6.21」公開第二波宣傳影片：,1,2023-09-28 10:09:00,1,
22,4,幻日夜羽 -湛海耀光-,,,2700,2430,BlazwInTheDeepblue.jpg,BlazwInTheDeepblue-0.jpg,BlazwInTheDeepblue-1.jpg,BlazwInTheDeepblue-2.jpg,2023-11-16,,1,0,"幻日夜羽》是《Love Live!》系列第 2 部《Love Live! Sunshine!!》的官方衍生作品。本作則是以夜羽的世界為舞台的探索型 2D 動作遊戲《幻日夜羽 -湛海耀光-》。
　　玩家要化身主角「夜羽」，與搭檔「萊拉普斯」一起探索怪物橫行的神祕海底地城，以救出失蹤的同伴為目標前進。夜羽能夠將地城內取得的素材道具加以組合，藉此製作裝備，並借用救出的同伴的力量，逐步拓展探索的範圍。
　　地城內的部分地點會隨機變換構造，能夠享受百玩不厭的劈砍遊戲體驗。在近海忽然出現的「海底地城」目前正在努瑪梓蔚為話題。
　　鎮上的同伴們懷抱著各自的理由前往調查。然而，卻沒有任何一人從地城返回──
　　為了拯救同伴，夜羽也投身探索的行列。等待著夜羽的，是一群猶如深海魚的怪物，以及每次踏入都會改變構造的神祕迷宮。
　　夜羽是否能救出同伴，並解開地城的謎團呢？打倒怪物或是探索地城將可取得素材。夜羽隨時都能透過合成素材製作出武器或飾品等裝備。可製作的裝備超過 90 種。電視動畫中熟悉的成員將會登場。忠實反映各角色個性的鮮活動作將會為夜羽的冒險增添助力。",2,2023-09-29 10:09:00,1,
23,3,超級瘋狂節奏城堡（Super Crazy Rhythm Castle）,,,1500,1350,RhythmCastle.jpg,,,,2023-11-14,,1,1,,3,2023-09-30 10:09:00,1,
24,5,足球經理 2024（Football Manager 2024）,,,990,891,FootballManager.jpg,FootballManager-0.jpg,FootballManager-1.jpg,FootballManager-2.jpg,2023-11-07,,1,0,"　　全新的合作球團引入了明治安田生命（Meiji Yasuda Insurance Ltd）J.1 聯賽、J.2 聯賽和 J.3 聯賽，並將日本完全解鎖為遊戲中的一個可遊玩國家。全部的 60 個 J 聯賽俱樂部均獲得完全授權，在《足球經理》的全平台作中都打上了 2023 年 J 聯賽賽季的官方標誌、球衣和球員照片。
　　Sports Interactive Studio 總監邁爾斯?傑寇森（Miles Jacobson）表示：「與 J 聯賽簽署協議是我們長期以來一直想做的事情，能夠將其與我們在日本的首次亮相結合起來，對於工作室及 SEGA 大家庭來說都是個巨大的里程碑。」
　　「多年來，我們一直有聽到來自球迷的關於『J 聯賽在哪裡？』的問題，所以我很高興我們終於能夠實現引入 J 聯賽的目標，也很興奮能讓玩家更清楚地了解 J 聯賽和旗下的俱樂部，並發掘來自日本的新人才。對於我們在日本的新球迷和玩家來說，非常高興他們能夠藉此體驗《足球經理》的真正樂趣之一：管理你最喜歡的球隊並實現你的足球夢想！」",4,2023-10-01 10:09:00,1,
25,3,超級舞動 瓦利歐製造（WarioWare: Move It!）,,,1290,1161,WalioDance.jpg,WalioDance-0.jpg,WalioDance-1.jpg,WalioDance-2.jpg,2023-11-03,,2,1,"挑戰各式各樣的關卡之「故事」模式
　　於「故事」模式，將會挑戰小遊戲接二連三地隨機出現的關卡。 
　　出現的小遊戲會根據關卡而有所不同，例如「瓦利歐」關卡會出現以「火車頭」架勢來挑戰的小遊戲，而「莫娜」關卡則是會出現以「伸懶腰」、「原來如此」架勢來挑戰的小遊戲。 
　　接連通過不斷逼近的小遊戲後，難以對付的頭目便會登場。如果能夠成功打倒這個頭目的話，就可以往下一關前進。完成所有鋪設在「故事」模式?的關卡後，將會出現新地圖。在這裏，能夠按照各種規則進行遊玩。
 雙人對戰
　　兩人同時遊玩同一款遊戲的對戰模式。最先耗盡生命值的玩家為之輸的一方。",5,2023-10-02 10:09:00,1,
26,1,星海遊俠 2 The Second Story R,,,1600,1440,StarOcean.jpg,StarOcean-0.jpg,StarOcean-1.jpg,StarOcean-2.jpg,2023-11-02,,3,0,"　　銀河聯邦的年輕軍官克洛德?C?肯尼，在他的上級，同時也是他父親的羅尼基斯的指揮下，調查在彌洛奇尼亞行星發現的神祕圓頂建築。過程中，他們發現了一個陌生裝置。為了展現自己的勇氣，克洛德不顧羅尼基斯制止，觸碰了裝置。他瞬間被耀眼的光芒包圍，從現場消失。
 
　　不久後甦醒的克洛德看見眼前一片綠意盎然，意識到自己被傳送到了陌生的土地。克洛德立刻嘗試與羅尼基斯通訊，但通訊器無法取得聯繫，使他束手無策。他環顧四周，打算先確認現狀，結果目睹魔物正要襲擊一名少女。
 
　　克洛德大喊著，並朝魔物衝去，使用父親給予他的光線槍──相位槍。
 
　　克洛德拯救的少女名叫蕾娜?蘭弗德，她深信使用發光武器從魔物手中拯救自己的克洛德，就是在她國家的傳說裡登場的「擁有光之劍的勇者」。
 
　　蕾娜為了報答克洛德，同時為了請勇者拯救這個國家，她帶著克洛德前往自己居住的雅利亞村。 
　　本作採用「雙主角系統」，可以從克洛德和蕾娜二位中選擇主角。在兩位主角的故事中，相同的事件發展會有所不同，和夥伴角色的對話事件等也將發生變化。",1,2023-10-03 10:09:00,1,
27,2,時尚造夢,,,1290,1161,FashionDreamer.jpg,FashionDreamer-0.jpg,FashionDreamer-1.jpg,FashionDreamer-2.jpg,2023-11-02,,1,0,"　　《時尚造夢》是以虛擬空間「EVE」為舞台，享受你喜歡的時髦穿搭的同時，跟被稱為「Muse」的形形色色的人互相認識，獲得源源不斷的「讚」，成為夢想中的時尚知名人物的新世代時尚換裝＆社交遊戲。
　　這次，我們帶來了《時尚造夢》的基本玩法介紹 ? 
　　「Muse」們總是對時髦充滿好奇！隨時追求著新的時尚穿搭。以你的品味為基礎，向這些「Muse」們提議穿搭＝「推搭」，如果他們喜歡你的穿搭，就會收到「讚」，被你的品味所吸引的「粉絲」也會增加！積極地與這些「Muse」進行交流，不斷成長為時尚知名人物吧 ? 
　　在互動過的「Muse」中，如果發現他們的穿搭裡有自己喜歡的時尚單品，只需要按「讚」，便可輕易獲得！獲得的單品不僅可以用作自己穿搭，也可以用在推搭。透過瀏覽大量穿搭來磨練自己的品味，並獲得各種不同的單品，用自己喜歡的穿搭來享受時髦吧 ?",2,2023-10-04 10:09:00,1,
28,2,聯盟外傳：努努之歌,,,1730,1557,SongOfNUNU.jpg,SongOfNUNU-0.jpg,SongOfNUNU-1.jpg,SongOfNUNU-2.jpg,2023-11-01,,2,0,,3,2023-10-05 10:09:00,1,
29,1,英雄傳說 閃之軌跡 III,,,1180,1062,TheLegendOfHeros.jpg,,,,2021-11-25,,3,0,,4,2023-10-06 10:09:00,1,
30,2,荒蕪異界（Desolatium）,,,880,792,Desolatium.jpg,Desolatium-0.jpg,Desolatium-1.jpg,Desolatium-2.jpg,2023-10-27,,3,0,"　　採滑鼠點擊玩法的《荒蕪異界》是一款基於以 H.P. 洛夫克拉夫特（H.P. Lovecraft ）風格神話題材的第一人稱視角恐怖冒險遊戲，玩家將探索神秘的地點、面對洛夫克拉夫特式生物，尋找線索以解決謎題。遊戲中設計四個角色，且擁有各自的劇情路線和目的地，但要小心玩家你所做出的決定可能會產生意想不到的後果，並進而導致走向不同的結局。
　　故事描述主角 Carter 從一個陌生房間的床舖上醒來，什麼都不記得的他環顧四周，並發現有些事情不對勁，他需要逃離這裡。你要調查神秘事件，才可以找到隱藏在所有瘋狂事件背後的人，但同時你可能也會找到你沒有在尋找的東西，並發現自己被帶進一個黑暗、恐怖和瘋狂的世界，一個「荒蕪」世界。",5,2023-10-07 10:09:00,1,
31,2,潛水員戴夫 DAVE THE DIVER,,,650,585,DAVE.jpg,,,,2023-10-26,,2,0,,1,2023-10-08 10:09:00,1,
32,2,潛龍諜影 Master Collection Vol.1,,,1390,1251,MASTERCOLLECTION.jpg,MASTERCOLLECTION-0.jpg,MASTERCOLLECTION-1.jpg,MASTERCOLLECTION-2.jpg,2023-10-24,,4,0,　　《潛龍諜影 Master Collection Vol.1》除了收錄《潛龍諜影》、《潛龍諜影 2：自由之子》、《潛龍諜影 3：食蛇者》之外，還有許多特典內容，包括《Metal Gear》系列首部作品，收錄各部遊戲文本的 Screenplay Book，詳解劇情與角色的 Master Book 等。特典內容還有由獲獎無數的插畫家 Ashley Wood 創作的兩部數位圖像小說《Metal Gear Solid: Digital Graphic Novel》，此一全語音數位漫畫透過精美的動態動畫描繪出《潛龍諜影》中的事件場面，其後的《Metal Gear Solid 2: Digital Graphic Novel》也描繪了後續事件的展開。,2,2023-10-09 10:09:00,1,
